ID,Name,Type,ATK,DEF,Description,Suggested_Pool,Final_Pool
DM0438,Darklord Marie,Monster (Effect),1700,1200,"Once per turn, during your Standby Phase: You gain 200 LP. This card must be in the Graveyard to act",2.2,
DM0439,Darkness Approaches,Spell,,,Discard 2 cards from your hand. Select 1 face-up monster and change it to face-down Defense Position,1.4,
DM0440,Darkworld Thorns,Monster (Normal),1200,900,A thorny plant found in the darklands that wraps itself around any unwary traveler.,2.1,
DM0441,De-Fusion,Spell,,,"Target 1 Fusion Monster on the field; return that target to the Extra Deck, then, if all the Fusion ",3.5,
DM0442,De-Spell,Spell,,,"Target 1 face-up Spell, or 1 Set Spell/Trap, on the field; destroy that target if it is a Spell. (If",2.3,
DM0443,Deal of Phantom,Trap,,,Select 1 face-up monster on the field. Increase the selected monster's ATK by 100 points for each mo,1.4,
DM0444,Decayed Commander,Monster (Effect),1000,1500,"When this card is Normal Summoned: You can Special Summon 1 ""Zombie Tiger"" from your hand. If this c",2.5,
DM0445,Deck Devastation Virus,Trap,,,"Tribute 1 DARK monster with 2000 or more ATK; look at your opponent's hand, all monsters they contro",3.5,
DM0446,Dedication through Light and Darkness,Spell,,,"Tribute 1 ""Dark Magician""; Special Summon 1 ""Dark Magician of Chaos"" from your hand, Deck, or Gravey",3.5,
DM0447,Deepsea Shark,Monster (Fusion),1900,1600,"""Bottom Dweller"" + ""Tongyo""",3.3,
DM0448,Deepsea Warrior,Monster (Effect),1600,1800,"As long as ""Umi"" is face-up on the field, this card is unaffected by any Spell Cards.",2.3,
DM0449,Dekoichi the Battlechanted Locomotive,Monster (Effect),1400,1000,"FLIP: Draw 1 card, then draw 1 additional card for each face-up ""Bokoichi the Freightening Car"" you ",2.5,
DM0450,Delinquent Duo,Spell,,,"Pay 1000 LP; your opponent discards 1 random card, and if they have any other cards in their hand, d",5.1,
DM0451,Delta Attacker,Spell,,,You can only activate this card while there are 3 Normal Monsters of the same name (except Tokens) o,2.3,
DM0452,Demotion,Spell,,,Downgrade the monster equipped with this card by 2 Levels.,3.5,
DM0453,Des Counterblow,Trap,,,Destroy any monster that inflicts Battle Damage to a player's Life Points by attacking directly.,2.3,
DM0454,Des Dendle,Monster (Effect),300,2000,"Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to",3.5,
DM0455,Des Feral Imp,Monster (Effect),1600,1800,FLIP: Target 1 card in your Graveyard; shuffle that target into the Deck.,3.3,
DM0456,Des Kangaroo,Monster (Effect),1500,1700,If the ATK of a monster that attacks this monster in Defense Position is lower than the DEF of this ,3.2,
DM0457,Des Koala,Monster (Effect),1100,1800,FLIP: Inflict 400 damage to your opponent for each card in their hand.,3.3,
DM0458,Des Lacooda,Monster (Effect),500,600,Once per turn: You can change this card to face-down Defense Position. When this card is Flip Summon,1.5,
DM0459,Des Volstgalph,Monster (Effect),2200,1700,If this card destroys an opponent's monster by battle and sends it to the Graveyard: Inflict 500 dam,4.2,
DM0460,Des Wombat,Monster (Effect),1600,300,Any damage to you from a card effect becomes 0.,3.2,
DM0461,Desert Sunlight,Trap,,,All monsters on your side of the field are changed to face-up Defense Position.,1.4,
DM0462,Desertapir,Monster (Effect),900,300,"FLIP: Flip 1 face-up monster on the field into face-down Defense Position. You cannot select ""Desert",2.2,
DM0463,Despair from the Dark,Monster (Effect),2800,3000,If this card is sent from your hand or Deck to your GY by an opponent's card effect: Special Summon ,5.1,
DM0464,Desrook Archfiend,Monster (Effect),1100,1800,The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not ,3.3,
DM0465,Destiny Board,Trap,,,"When this card and all 4 ""Spirit Message"" cards with different names are placed on your field, you w",3.5,
DM0466,Destroyer Golem,Monster (Normal),1500,1000,A golem with a massive right hand for crushing its victims.,2.3,
DM0467,Destruction Punch,Trap,,,If the ATK of an attacking monster your opponent controls is lower than the DEF of the attacked Defe,3.5,
DM0468,Destruction Ring,Trap,,,Destroy 1 face-up monster on your side of the field to inflict 1000 points of damage to both players,2.3,
DM0469,Dharma Cannon,Monster (Normal),900,500,A monstrous creature whose body is lined with cannons that never miss their targets.,1.5,
DM0470,Dian Keto the Cure Master,Spell,,,Increase your Life Points by 1000 points.,1.4,
DM0471,Dice Armadillo,Monster (Normal),1650,1800,''An armadillo monster that rolls up to form a dice-like shape.'',2.1,
DM0472,Dice Jar,Monster (Effect),200,300,FLIP: Both players roll a six-sided die. The player with the lower result takes damage equal to thei,1.3,
DM0473,Dice Re-Roll,Trap,,,"One time, during the rest of this turn, if either player(s) rolls a die (or dice), you can have the ",1.4,
DM0474,Different Dimension Capsule,Spell,,,Select 1 card from your Deck and remove it from play face-down. During your 2nd Standby Phase after ,2.3,
DM0475,Different Dimension Dragon,Monster (Effect),1200,1500,This card cannot be destroyed by Spell/Trap effects that do not target it. This card cannot be destr,1.5,
DM0476,Different Dimension Gate,Spell,,,Activate this card by targeting 1 monster on each side of the field; banish those targets. When this,2.3,
DM0477,Diffusion Wave-Motion,Spell,,,"(This card is not treated as a ""Fusion"" card.)  If your opponent controls a monster: Pay 1000 LP, th",3.5,
DM0478,Dig Beak,Monster (Normal),500,800,"This beast coils like a snake, and strikes quickly with its snapping beak.",1.5,
DM0479,Dimension Distortion,Spell,,,You can only activate this card if there are no cards in your Graveyard. Select 1 removed from play ,3.5,
DM0480,Dimension Fusion,Spell,,,Pay 2000 Life Points. Both players Special Summon as many of their removed from play monsters as pos,3.5,
DM0481,Dimension Jar,Monster (Effect),200,200,FLIP: Both players can remove from play up to 3 monsters from their opponent's Graveyard.,1.3,
DM0482,Dimensionhole,Spell,,,Select 1 monster on your side of the field and remove it from play until your next Standby Phase. Wh,2.3,
DM0483,Disappear,Trap,,,Remove from play 1 card from your opponent's Graveyard.,2.3,
DM0484,Disarmament,Trap,,,Destroy all Equip Cards on the field.,3.5,
DM0485,Disc Fighter,Monster (Effect),1000,1000,"If this card attacks a Defense Position monster with DEF 2000 or more, destroy the monster with this",2.2,
DM0486,Disk Magician,Monster (Normal),1350,1000,This monster hides in a saucer and only appears when executing an attack.,2.1,
DM0487,Dissolverock,Monster (Normal),900,1000,"A monster born in the lava pits, it generates intense heat that can melt away its enemies.",1.5,
DM0488,Disturbance Strategy,Trap,,,"Your opponent shuffles their entire hand into the Deck, then draws the same number of cards.",2.3,
DM0489,Divine Dragon Ragnarok,Monster (Normal),1500,1000,"A legendary dragon sent by the gods as their instrument. Legends say that if provoked, the whole wor",2.3,
DM0490,Divine Wrath,Trap,,,"When a monster effect is activated: Discard 1 card; negate the activation, and if you do, destroy th",3.5,
DM0491,Djinn the Watcher of the Wind,Monster (Normal),700,900,''This creature generates gale-force winds and tornadoes to blow its enemies away.'',1.5,
DM0492,Dokuroizo the Grim Reaper,Monster (Normal),900,1200,''A messenger of doom that steals a soul with a single blow.'',2.1,
DM0493,Dokurorider,Monster (Ritual),1900,1850,"This monster can only be Ritual Summoned with the Ritual Spell Card, ""Revival of Dokurorider"". You m",3.3,
DM0494,Dokuroyaiba,Monster (Normal),1000,400,A boomerang with brains that will pursue a target to the ends of the earth.,1.5,
DM0495,Doma The Angel of Silence,Monster (Normal),1600,1400,This fairy rules over the end of existence.,1.5,
DM0496,Don Turtle,Monster (Effect),1100,1200,"When this card is Normal Summoned or Flip Summoned, you can Special Summon any number of ""Don Turtle",2.3,
DM0497,Don Zaloog,Monster (Effect),1400,1500,When this card inflicts battle damage to your opponent: You can activate 1 of these effects;  ● Disc,2.5,
DM0498,Dora of Fate,Trap,,,You can only activate this card during your opponent's turn. Select 1 face-up monster on your oppone,1.4,
DM0499,Doriado,Monster (Normal),1200,1400,''A spirit of the forest powered by the surrounding trees and wildlife.'',2.3,
DM0500,Doriado's Blessing,Spell,,,"This card is used to Ritual Summon ""Elemental Mistress Doriado"". You must also Tribute monsters whos",2.3,
DM0501,Doron,Monster (Normal),900,500,''This monster splits in two and attacks from opposite sides.'',1.5,
DM0502,Dorover,Monster (Normal),900,800,''This ugly monster emits a highly poisonous gas.'',1.5,
DM0503,Double Attack,Spell,,,Discard 1 Monster Card from your hand to the Graveyard. Select 1 monster on your side of the field w,2.3,
DM0504,Double Coston,Monster (Effect),1700,1650,This card can be treated as 2 Tributes for the Tribute Summon of a DARK monster.,3.2,
DM0505,Double Snare,Spell,,,Destroy 1 face-up card on the field that has an effect that negates Trap Cards' effects.,3.5,
DM0506,Double Spell,Spell,,,"Discard 1 Spell Card, then target 1 Spell Card in your opponent's Graveyard; place that target in th",2.3,
DM0507,Dragged Down into the Grave,Spell,,,"Both players reveal their hands, each chooses 1 card from their opponent's hand, then you discard th",2.3,
DM0508,Dragon Capture Jar,Trap,,,"Change all face-up Dragon-Type monsters on the field to Defense Position, also they cannot change th",1.4,
DM0509,Dragon Manipulator,Monster (Effect),700,800,FLIP: Take control of 1 face-up Dragon-Type monster on your opponent's side of the field until the e,2.2,
DM0510,Dragon Master Knight,Monster (Fusion),5000,5000,"""Black Luster Soldier"" + ""Blue-Eyes Ultimate Dragon""  Must be Fusion Summoned. This card gains 500 A",5.1,
DM0511,Dragon Piper,Monster (Effect),200,1800,"FLIP: Destroy all face-up ""Dragon Capture Jar""(s) on the field. If you destroy any, change all face-",3.3,
DM0512,Dragon Seeker,Monster (Effect),2000,2100,"When this card is Normal Summoned or Flip Summoned, destroy 1 face-up Dragon-Type monster on the fie",4.2,
DM0513,Dragon Statue,Monster (Normal),1100,900,''A stone warrior with the heart of a dragon.'',1.5,
DM0514,Dragon Treasure,Spell,,,A Dragon-Type monster equipped with this card increases its ATK and DEF by 300 points.,3.5,
DM0515,Dragon Zombie,Monster (Normal),1600,0,A dragon revived by sorcery. Its breath is highly corrosive.,2.5,
DM0516,Dragon's Gunfire,Spell,,,If you control a Dragon monster: Activate 1 of these effects;  ● Inflict 800 damage to your opponent,3.5,
DM0517,Dragon's Rage,Trap,,,Dragon-Type monsters you control inflict piercing Battle Damage when they attack a Defense Position ,3.5,
DM0518,Dragoness the Wicked Knight,Monster (Fusion),1200,900,"""Armaill"" + ""One-Eyed Shield Dragon""",3.1,
DM0519,Dragonic Attack,Spell,,,This card can only be used to equip Warrior-Type monsters. The equipped monster is treated as Dragon,3.5,
DM0520,Draining Shield,Trap,,,"When an opponent's monster declares an attack: Target the attacking monster; negate that attack, and",3.5,
DM0521,Dramatic Rescue,Trap,,,"Activate only when a card is activated that targets an ""Amazoness"" monster. Return the targeted mons",3.5,
DM0522,Dream Clown,Monster (Effect),1200,900,"When this card is changed from Attack Position to face-up Defense Position, select 1 monster your op",2.3,
DM0523,Dreamsprite,Monster (Effect),300,200,"When attacked by your opponent's monster, select another 1 of your Monster Cards and designate it as",1.3,
DM0524,Drill Bug,Monster (Effect),1100,200,"When this card inflicts Battle Damage to your opponent's Life Points, you can select 1 ""Parasite Par",2.2,
DM0525,Drillago,Monster (Effect),1600,1100,"If the only cards your opponent controls are face-up monsters with 1600 or more ATK, this card can a",3.2,
DM0526,Driving Snow,Trap,,,You can only activate this card when 1 or more of your Trap Cards are destroyed and sent from the fi,3.5,
DM0527,Droll Bird,Monster (Normal),600,500,This monster stuns its enemies with a massive beak and ear-piercing wails.,1.3,
DM0528,Drooling Lizard,Monster (Normal),900,800,A blood-sucking snake in human form that attacks any living being that passes nearby.,1.5,
DM0529,Drop Off,Trap,,,When your opponent draws for their normal draw in their Draw Phase: Your opponent discards 1 card th,2.3,
DM0530,Dummy Golem,Monster (Effect),800,800,FLIP: Your opponent selects 1 monster they control. Switch control of the selected monster and this ,2.2,
DM0531,Dunames Dark Witch,Monster (Normal),1800,1050,"Even when all odds are against this brave fairy, she will press onwards in battle and never retreat.",3.1,
DM0532,Dungeon Worm,Monster (Normal),1800,1500,"Hidden under the floors of a labyrinth, it swallows any who pass above.",2.1,
DM0533,Dust Barrier,Spell,,,Face-up Normal Monsters on the field are unaffected by your opponent's Spell Cards. This card is des,2.3,
DM0534,Dust Tornado,Trap,,,"Target 1 Spell/Trap your opponent controls; destroy that target, then you can Set 1 Spell/Trap from ",3.5,
DM0535,Eagle Eye,Monster (Effect),1300,1200,"When this card is Normal Summoned successfully, no Trap Cards can be activated.",2.3,
DM0536,Earth Chant,Spell,,,This card can be used to Ritual Summon any EARTH Ritual Monster. You must also Tribute monsters from,2.3,
DM0537,Earthbound Spirit,Monster (Normal),500,2000,"A vengeful creature formed by the spirits of fallen warriors, it drags any who dare approach it into",3.3,
DM0538,Earthquake,Spell,,,Change all face-up monsters on the field to Defense Position.,1.4,
DM0539,Earthshaker,Trap,,,Select 2 Monster Card Attributes. Your opponent then selects 1 of the 2 Attributes and destroys all ,2.3,
DM0540,Eatgaboon,Trap,,,"If the ATK of a monster summoned by your opponent (excluding Special Summon) is 500 points or less, ",3.5,
DM0541,Ectoplasmer,Spell,,,"Once per turn, during each player's End Phase: The turn player must Tribute 1 face-up monster, and i",2.3,
DM0542,Ekibyo Drakmord,Spell,,,The equipped monster cannot attack. Destroy the equipped monster at the end of its controller's 2nd ,3.5,
DM0543,Eldeen,Monster (Normal),950,1000,''The cane of this monster is the source of many powerful spells.'',1.5,
DM0544,Electric Lizard,Monster (Effect),850,800,"A non Zombie-Type monster attacking ""Electric Lizard"" cannot attack on its following turn.",2.2,
DM0545,Electric Snake,Monster (Effect),800,900,When this card is discarded from your hand to the Graveyard by an effect of a card controlled by you,2.2,
DM0546,Electro-Whip,Spell,,,Increase the ATK and DEF of a Thunder-Type monster equipped with this card by 300 points.,3.5,
DM0547,Electromagnetic Bagworm,Monster (Effect),200,1400,FLIP: Target 1 Machine-Type monster your opponent controls; take control of that target until your n,2.5,
DM0548,Elegant Egotist,Spell,,,"If ""Harpie Lady"" is on the field: Special Summon 1 ""Harpie Lady"" or ""Harpie Lady Sisters"" from your ",3.5,
DM0549,Element Doom,Monster (Effect),1500,1200,This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s,2.5,
DM0550,Element Dragon,Monster (Effect),1500,1200,This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s,2.5,
DM0551,Element Magician,Monster (Effect),1500,1200,This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s,2.5,
DM0552,Element Saurus,Monster (Effect),1500,1200,Gains the following effect(s) while there is a monster(s) with the following Attribute(s) on the fie,2.5,
DM0553,Element Soldier,Monster (Effect),1500,1200,This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s,2.5,
DM0554,Element Valkyrie,Monster (Effect),1500,1200,"(This card is not treated as a ""Valkyrie"" card.)  This monster gets the following effect(s) while th",2.5,
DM0555,Elemental Burst,Trap,,,"Tribute 1 each of WIND, WATER, FIRE, and EARTH monsters to activate this card. Destroy all cards on ",3.5,
DM0556,Elemental HERO Avian,Monster (Normal),1000,1000,"A winged Elemental HERO who wheels through the sky and manipulates the wind. His signature move, Fea",1.5,
DM0557,Elemental HERO Burstinatrix,Monster (Normal),1200,800,A flame manipulator who was the first Elemental HERO woman. Her Burstfire burns away villainy.,2.1,
DM0558,Elemental HERO Clayman,Monster (Normal),800,2000,An Elemental HERO with a clay body built-to-last. He'll preserve his Elemental HERO colleagues at an,3.3,
DM0559,Elemental HERO Flame Wingman,Monster (Fusion),2100,1200,"""Elemental HERO Avian"" + ""Elemental HERO Burstinatrix"" Must be Fusion Summoned and cannot be Special",3.5,
DM0560,Elemental HERO Sparkman,Monster (Normal),1600,1400,''An Elemental HERO and a warrior of light who proficiently wields many kinds of armaments. His Stat,2.5,
DM0561,Elemental HERO Thunder Giant,Monster (Fusion),2400,1500,"""Elemental HERO Sparkman"" + ""Elemental HERO Clayman"" Must be Fusion Summoned and cannot be Special S",4.1,
DM0562,Elemental Mistress Doriado,Monster (Ritual),1200,1400,"This card can only be Ritual Summoned with the Ritual Spell Card, ""Doriado's Blessing"". The Attribut",3.3,
DM0563,Elephant Statue of Blessing,Monster (Effect),1500,0,When this card is sent from your hand to your Graveyard by an opponent's card effect: You gain 2000 ,2.5,
DM0564,Elephant Statue of Disaster,Monster (Effect),1500,0,When this card is sent from your hand to your Graveyard by an opponent's card effect: Inflict 2000 d,2.5,
DM0565,Elf's Light,Spell,,,A LIGHT monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200,3.5,
DM0566,Emblem of Dragon Destroyer,Spell,,,"Add 1 ""Buster Blader"" from your Deck or Graveyard to your hand.",2.3,
DM0567,Embodiment of Apophis,Trap,,,During either player's Main Phase: Special Summon this card as a Normal Monster (Reptile-Type/EARTH/,3.5,
DM0568,Embryonic Beast,Monster (Normal),500,750,''An imperfect monster with a belly vortex that sucks in opponents of any size.'',1.3,
DM0569,Emergency Provisions,Spell,,,Send any number of other Spell/Trap Cards you control to the Graveyard; gain 1000 LP for each card s,3.5,
DM0570,Emes the Infinity,Monster (Effect),2500,2000,Each time this card destroys an opponent's monster and sends it to the Graveyard as a result of batt,4.3,
DM0571,Emissary of the Afterlife,Monster (Effect),1600,600,When this card is sent from the field to the Graveyard: Each player adds 1 Level 3 or lower Normal M,3.2,
DM0572,Emissary of the Oasis,Monster (Effect),600,400,"While a face-up Level 3 or lower Normal Monster is on your side of the field, your opponent cannot s",1.5,
DM0573,Emperor of the Land and Sea,Monster (Normal),1800,1500,''A reptilian monster that sprays fire in every direction.'',2.1,
DM0574,Empress Judge,Monster (Fusion),2100,1700,"""Queen's Double"" + ""Hibikime""",3.5,
DM0575,Empress Mantis,Monster (Normal),2200,1400,Queen of an army of giant mantises whose command moves legions.,3.5,
DM0576,Enchanted Javelin,Trap,,,Select 1 attacking monster. Gain Life Points equal to its ATK.,1.4,
DM0577,Enchanting Fitting Room,Spell,,,Pay 800 LP; excavate the top 4 cards of your Deck and Special Summon all excavated Level 3 or lower ,3.5,
DM0578,Enchanting Mermaid,Monster (Normal),1200,900,A beautiful mermaid that lures voyagers to a watery grave.,2.1,
DM0579,Enemy Controller,Spell,,,Activate 1 of these effects. ● Target 1 face-up monster your opponent controls; change that target's,3.5,
DM0580,Energy Drain,Trap,,,Target 1 face-up monster you control; it gains 200 ATK/DEF for each card your opponent currently has,3.5,
DM0581,Enervating Mist,Trap,,,Your opponent's hand size limit becomes 5.,2.3,
DM0582,Enraged Battle Ox,Monster (Effect),1700,1000,"If a Beast, Beast-Warrior, or Winged Beast-Type monster you control attacks a Defense Position monst",3.2,
DM0583,Enraged Muka Muka,Monster (Effect),1200,600,This card gains 400 ATK and DEF for each card in your hand.,1.3,
DM0584,Eradicating Aerosol,Spell,,,Destroy all Insect monsters on the field.,3.5,
DM0585,Eria the Water Charmer,Monster (Effect),500,1500,FLIP: Target 1 face-up WATER monster your opponent controls; take control of that target while this ,2.5,
DM0586,Eternal Drought,Spell,,,Destroy all face-up Fish-Type monsters on the field.,3.5,
DM0587,Eternal Rest,Spell,,,Destroy all monsters equipped with Equip Cards.,3.5,
DM0588,Exarion Universe,Monster (Effect),1800,1900,"During your Battle Step, if this card attacks a Defense Position monster: You can make this card los",3.5,
DM0589,Exchange,Spell,,,Both players reveal their hands and add 1 card from each other's hand to their hand.,2.3,
DM0590,Exchange of the Spirit,Trap,,,If both players have 15 or more cards in their Graveyards: Pay 1000 LP; each player swaps the cards ,2.3,
DM0591,Exhausting Spell,Trap,,,Remove all Spell Counters on both sides of the field.,2.3,
DM0592,Exile of the Wicked,Spell,,,Destroy all Fiend monsters on the field.,3.5,
DM0593,Exiled Force,Monster (Effect),1000,1000,You can Tribute this card to target 1 monster on the field; destroy that target.,4.1,
DM0594,Exodia Necross,Monster (Effect),1800,0,"Cannot be Normal Summoned/Set. Must be Special Summoned with ""Contract with Exodia"", and cannot be S",3.3,
DM0595,Exodia the Forbidden One,Monster (Effect),1000,1000,"If you have ""Right Leg of the Forbidden One"", ""Left Leg of the Forbidden One"", ""Right Arm of the For",4.5,
DM0596,Eyearmor,Monster (Normal),600,500,''This warrior transforms into various creatures to confuse enemies in battle.'',1.3,
DM0597,Fairy Box,Trap,,,"When your opponent's monster declares an attack: Toss a coin and call it. If you call it right, the ",2.3,
DM0598,Fairy Dragon,Monster (Normal),1100,1200,This beautiful Dragon spirit harbors hidden strength.,2.1,
DM0599,Fairy Guardian,Monster (Effect),1000,1000,Tribute this face-up card to return 1 Spell Card sent to your Graveyard by your opponent's card effe,2.2,
DM0600,Fairy King Truesdale,Monster (Effect),2200,1500,"While this card is in Defense Position, all Plant-Type monsters you control gain 500 ATK and DEF.",4.2,
DM0601,Fairy Meteor Crush,Spell,,,"If the equipped monster attacks a Defense Position monster, inflict piercing battle damage to your o",3.5,
DM0602,Fairy of the Fountain,Monster (Normal),1600,1100,''This fairy protects a fountain from any who seek to muddy its waters.'',2.5,
DM0603,Fairy of the Spring,Spell,,,Target 1 Equip Spell Card in your Graveyard; add that target to your hand. That Equip Spell Card can,3.5,
DM0604,Fairy's Gift,Monster (Normal),1400,1000,This flying monster is known for delivering happiness to all.,2.3,
DM0605,Fairy's Hand Mirror,Trap,,,When your opponent activates a Spell Card that targets exactly 1 monster (and no other cards) on the,2.3,
DM0606,Fairywitch,Monster (Normal),800,1000,"Though destined to be a fairy, this creature chose the way of the witch instead.",1.5,
DM0607,Faith Bird,Monster (Normal),1500,1100,This long-tailed bird blinds its enemies with mystical light.,2.3,
DM0608,Fake Trap,Trap,,,"Activate only when your opponent activates a Spell, Trap, or Effect Monster's effect that would dest",3.5,
DM0609,Falling Down,Spell,,,Activate this card by targeting an opponent's monster; equip this card to it. Take control of it. De,3.5,
DM0610,Familiar Knight,Monster (Effect),1200,1400,When this card is destroyed by battle and sent to the Graveyard: Each player can Special Summon 1 Le,2.5,
DM0611,Fatal Abacus,Trap,,,"Each time 1 monster is sent from the field to the Graveyard, inflict 500 points of damage per card t",1.4,
DM0612,Fear from the Dark,Monster (Effect),1700,1500,When this card is sent from your hand or Deck to your Graveyard by an opponent's card effect: Specia,3.2,
DM0613,Fengsheng Mirror,Spell,,,Look at your opponent's hand. Select and discard 1 Spirit monster to the Graveyard if Spirit monster,2.3,
DM0614,Fenrir,Monster (Effect),1400,1200,This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from ,2.5,
DM0615,Feral Imp,Monster (Normal),1300,1400,"A playful little fiend that lurks in the dark, waiting to attack an unwary enemy.",2.3,
DM0616,Fiber Jar,Monster (Effect),500,500,"FLIP: Each player shuffles all cards from their hand, field, and Graveyard into the Deck, then draws",5.1,
DM0617,Fiend Comedian,Trap,,,"Toss a coin and call it. If you call it right, all your opponent's cards in the Graveyard are remove",2.3,
DM0618,Fiend Kraken,Monster (Normal),1200,1400,A giant squid that drags its enemies to a watery grave.,2.3,
DM0619,Fiend Reflection #1,Monster (Normal),1300,1400,This monster can draw its enemies into a mirror world that renders them helpless.,2.3,
DM0620,Fiend Reflection #2,Monster (Normal),1100,1400,A bird-beast that summons reinforcements with a hand mirror.,2.3,
DM0621,Fiend Scorpion,Monster (Normal),900,200,"A huge scorpion inhabited by the soul of a fiend. Usually it holds back, but has untapped potential.",1.5,
DM0622,Fiend Skull Dragon,Monster (Fusion),2000,1200,"""Cave Dragon"" + ""Lesser Fiend""  (This card is always treated as an ""Archfiend"" card.)  A Fusion Summ",3.3,
DM0623,Fiend Sword,Monster (Normal),1400,800,''Whoever resists the curse of this blade will gain untold power.'',2.3,
DM0624,Fiend's Hand,Monster (Normal),600,600,''Arms that reach out from the Swamp of Chaos to drag down the unwary.'',1.3,
DM0625,Fiend's Hand Mirror,Trap,,,Switch the opponent's Spell Card effect that targets 1 Spell or Trap Card to another correct target.,2.3,
DM0626,Fiend's Mirror,Monster (Ritual),2100,1800,"You can Ritual Summon this card with ""Beastly Mirror Ritual"".",3.5,
DM0627,Fiend's Sanctuary,Spell,,,"Special Summon 1 ""Metal Fiend Token"" (Fiend/DARK/Level 1/ATK 0/DEF 0). It cannot attack. Your oppone",3.5,
DM0628,Final Attack Orders,Trap,,,All face-up monsters on the field are changed to Attack Position and their battle positions cannot b,2.3,
DM0629,Final Countdown,Spell,,,Pay 2000 Life Points. After 20 turns have passed (counting the turn you activate this card as the 1s,2.3,
DM0630,Final Destiny,Spell,,,Discard 5 cards from your hand. Destroy all cards on the field.,3.5,
DM0631,Final Flame,Spell,,,Inflict 600 points of damage to your opponent's Life Points.,2.3,
DM0632,Final Ritual of the Ancients,Spell,,,"This card is used to Ritual Summon ""Reshef the Dark Being"". You must also Tribute monsters whose tot",2.3,
DM0633,Fire Eye,Monster (Normal),800,600,''An eye engulfed in flames that flaps its wings to create hot blasts of air.'',1.5,
DM0634,Fire Kraken,Monster (Normal),1600,1500,A squid that thrives on fire and heat.,2.5,
DM0635,Fire Princess,Monster (Effect),1300,1500,"Each time you gain Life Points, inflict 500 damage to your opponent.",2.5,
DM0636,Fire Reaper,Monster (Normal),700,500,A reaper with a flaming arrow that burns an enemy to a crisp.,1.3,
DM0637,Fire Sorcerer,Monster (Effect),1000,1500,FLIP: Randomly select 2 cards from your hand and remove them from play to inflict 800 points of dama,2.5,
DM0638,Firebird,Monster (Effect),1000,800,"Each time a Winged Beast-Type monster(s) on your side of the field is destroyed, this card gains 500",2.2,
DM0639,Firegrass,Monster (Normal),700,600,A fire-breathing plant found growing near volcanoes.,1.3,
DM0640,Firewing Pegasus,Monster (Normal),2250,1800,A heavenly stallion soaring through the skies on crimson wings.,3.5,
DM0641,Fireyarou,Monster (Normal),1300,1000,A malevolent creature wrapped in flames that attacks enemies with intense fire.,2.1,
DM0642,Fissure,Spell,,,"Destroy the 1 face-up monster your opponent controls that has the lowest ATK (your choice, if tied).",3.5,
DM0643,Five-Headed Dragon,Monster (Fusion),5000,5000,"5 Dragon monsters  Must be Fusion Summoned. Cannot be destroyed by battle with a DARK, EARTH, WATER,",5.1,
DM0644,Flame Cerebrus,Monster (Normal),2100,1800,"Known to many as the ""Burning Executioner"", this monster is capable of burning enemies to cinders.",3.5,
DM0645,Flame Champion,Monster (Normal),1900,1300,A warrior protected by a flaming shield that nullifies any attack.,2.3,
DM0646,Flame Dancer,Monster (Normal),550,450,This monster moves while swinging its burning rope.,1.3,
DM0647,Flame Ghost,Monster (Fusion),1000,800,"""Skull Servant"" + ""Dissolverock""",3.5,
DM0648,Flame Manipulator,Monster (Normal),900,1000,"This Spellcaster attacks enemies with fire-related spells such as ""Sea of Flames"" and ""Wall of Fire""",1.5,
DM0649,Flame Ruler,Monster (Effect),1500,1600,This card can be treated as 2 Tributes for the Tribute Summon of a FIRE monster.,3.2,
DM0650,Flame Swordsman,Monster (Fusion),1800,1600,"""Flame Manipulator"" + ""Masaki the Legendary Swordsman""",3.1,
DM0651,Flame Viper,Monster (Normal),400,450,A fire-breathing snake whose speed makes it a difficult target.,1.1,
DM0652,Flash Assailant,Monster (Effect),2000,2000,Decrease the ATK and DEF of this card by 400 points for each card in your hand.,4.5,
DM0653,Flint,Spell,,,The equipped monster loses 300 ATK and cannot change its battle position or declare an attack. If th,3.5,
DM0654,Flower Wolf,Monster (Fusion),1800,1400,"""Silver Fang"" + ""Darkworld Thorns""",3.1,
DM0655,Flying Fish,Monster (Normal),800,500,Three wishes are granted to those fortunate enough to see this monster in flight.,1.5,
DM0656,Flying Kamakiri #1,Monster (Effect),1400,900,When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 WIND monst,2.5,
DM0657,Flying Kamakiri #2,Monster (Normal),1500,800,A flying mantis that feeds primarily on insects.,2.3,
DM0658,Flying Penguin,Monster (Normal),1200,1000,A very rare penguin that takes to the air with ears shaped like wings.,2.1,
DM0659,Follow Wind,Spell,,,Increase the ATK and DEF of a Winged Beast-Type monster equipped with this card by 300 points.,3.5,
DM0660,Foolish Burial,Spell,,,Send 1 monster from your Deck to the GY.,2.3,
DM0661,Forced Ceasefire,Trap,,,Discard 1 card from your hand. No Trap Cards can be activated until the end of this turn.,2.3,
